,t,volume,open,close,high,low
83,1543424400,269037,4.4794346,4.4189017,4.5399675,4.4189017
84,1543510800,263037,4.4189017,4.5399675,4.5399675,4.4189017
85,1543770000,739128,4.5399675,4.6610333,4.7215662,4.5399675
86,1543856400,363500,4.7215662,4.6005004,4.7215662,4.6005004
87,1543942800,458552,4.6005004,4.6610333,4.7215662,4.5399675
88,1544029200,490674,4.6610333,4.6005004,4.7215662,4.5399675
89,1544115600,319520,4.6005004,4.6005004,4.6610333,4.6005004
90,1544374800,253287,4.6005004,4.5399675,4.6005004,4.5399675
91,1544461200,384510,4.5399675,4.5399675,4.6005004,4.4794346
92,1544547600,296204,4.1162372,4.6610333,4.6610333,4.1162372
93,1544634000,280618,4.6610333,4.6005004,4.7215662,4.6005004
94,1544720400,226876,4.6005004,4.5399675,4.6610333,4.5399675
95,1544979600,412367,4.5399675,4.5399675,4.6005004,4.4794346
96,1545066000,432871,4.5399675,4.4794346,4.5399675,4.4189017
97,1545152400,235869,4.4794346,4.4794346,4.5399675,4.4189017
98,1545238800,352655,4.4794346,4.5399675,4.5399675,4.4189017
99,1545325200,368368,4.6005004,4.4794346,4.6005004,4.4189017
100,1545584400,242756,4.4794346,4.4189017,4.5399675,4.4189017
101,1545670800,413330,4.4189017,4.3583688,4.4189017,4.2978359
102,1545757200,257949,4.4189017,4.3583688,4.4189017,4.2978359
103,1545843600,408435,4.4189017,4.3583688,4.4794346,4.3583688
104,1545930000,194851,4.3583688,4.3583688,4.4794346,4.3583688
105,1546362000,203348,4.4189017,4.3583688,4.4189017,4.2978359
106,1546448400,688205,4.3583688,4.237303,4.4189017,4.1767701
107,1546534800,382002,4.237303,4.237303,4.2978359,4.1767701
108,1546794000,272776,4.2978359,4.3583688,4.3583688,4.237303
109,1546880400,168905,4.3583688,4.237303,4.3583688,4.237303
110,1546966800,339508,4.2978359,4.3583688,4.3583688,4.237303
111,1547053200,357291,4.3583688,4.237303,4.3583688,4.237303
112,1547139600,230668,4.237303,4.237303,4.2978359,4.237303
113,1547398800,521204,4.2978359,4.237303,4.3583688,4.237303
114,1547485200,393369,4.2978359,4.2978359,4.3583688,4.237303
115,1547571600,131655,4.2978359,4.237303,4.3583688,4.237303
116,1547658000,219240,4.2978359,4.237303,4.2978359,4.237303
117,1547744400,232257,4.2978359,4.237303,4.2978359,4.237303
118,1548003600,780081,4.237303,4.3583688,4.4189017,4.237303
119,1548090000,298025,4.3583688,4.237303,4.4189017,4.237303
120,1548176400,98658,4.237303,4.2978359,4.3583688,4.237303
121,1548262800,354665,4.2978359,4.2978359,4.3583688,4.237303
122,1548349200,204663,4.2978359,4.2978359,4.3583688,4.237303
123,1548608400,408247,4.2978359,4.2978359,4.3583688,4.237303
124,1548694800,178466,4.2978359,4.2978359,4.2978359,4.237303
125,1548781200,335478,4.2978359,4.3583688,4.3583688,4.237303
126,1548867600,312787,4.3583688,4.3583688,4.4189017,4.2978359
127,1548954000,149535,4.2978359,4.3583688,4.3583688,4.2978359
128,1549818000,946872,4.4189017,4.6005004,4.6610333,4.3583688
129,1549904400,718056,4.6005004,4.6610333,4.6610333,4.5399675
130,1549990800,672871,4.6610333,4.6610333,4.7215662,4.6005004
131,1550077200,915202,4.6005004,4.7820991,4.7820991,4.6005004
132,1550163600,695529,4.7820991,4.6610333,4.7820991,4.6610333
133,1550422800,559325,4.6610333,4.6610333,4.7215662,4.6005004
134,1550509200,781315,4.6610333,4.5399675,4.7215662,4.5399675
135,1550595600,497089,4.5399675,4.5399675,4.6610333,4.5399675
136,1550682000,282219,4.5399675,4.5399675,4.6610333,4.5399675
137,1550768400,576046,4.6005004,4.6005004,4.7215662,4.5399675
138,1551027600,482187,4.6005004,4.6005004,4.7215662,4.6005004
139,1551114000,458433,4.6610333,4.6005004,4.6610333,4.5399675
140,1551200400,420370,4.5399675,4.6005004,4.6610333,4.5399675
141,1551286800,477183,4.6005004,4.4794346,4.6005004,4.4794346
142,1551373200,395959,4.4794346,4.6005004,4.6005004,4.4794346
143,1551632400,467132,4.6005004,4.6005004,4.6610333,4.5399675
144,1551718800,424222,4.6005004,4.5399675,4.6610333,4.5399675
145,1551805200,492486,4.5399675,4.6005004,4.6610333,4.5399675
146,1551891600,1889540,4.6005004,4.7820991,4.842632,4.6005004
147,1551978000,575118,4.7820991,4.7215662,4.7820991,4.6610333
148,1552237200,276060,4.7215662,4.7215662,4.7820991,4.6610333
149,1552323600,1218611,4.7215662,4.9031649,4.9031649,4.6610333
150,1552410000,1534016,4.9031649,4.7820991,5.0242307,4.7820991
151,1552496400,487797,4.842632,4.7820991,4.9031649,4.7820991
152,1552582800,650459,4.7820991,4.842632,4.9031649,4.7820991
153,1552842000,435744,4.842632,4.842632,4.9031649,4.7820991
154,1552928400,902697,4.842632,4.7820991,4.9031649,4.7820991
155,1553014800,655163,4.7820991,4.7215662,4.7820991,4.6610333
156,1553101200,657826,4.7820991,4.6610333,4.7820991,4.6610333
157,1553187600,420452,4.6610333,4.6610333,4.6610333,4.6005004
158,1553446800,860512,4.5399675,4.4794346,4.6005004,4.4794346
159,1553533200,417862,4.4794346,4.4794346,4.6005004,4.4794346
160,1553619600,511427,4.5399675,4.6005004,4.6610333,4.5399675
161,1553706000,247429,4.6005004,4.6005004,4.6610333,4.5399675
162,1553792400,143392,4.6005004,4.5399675,4.6610333,4.5399675
163,1554051600,183747,4.6005004,4.6610333,4.6610333,4.5399675
164,1554138000,189483,4.7215662,4.6005004,4.7215662,4.5399675
165,1554224400,70116,4.6005004,4.6005004,4.6005004,4.5399675
166,1554310800,487724,4.6005004,4.6005004,4.6005004,4.5399675
167,1554397200,69879,4.6005004,4.5399675,4.6005004,4.5399675
168,1554656400,286498,4.5399675,4.6610333,4.6610333,4.5399675
169,1554742800,267069,4.6610333,4.5399675,4.6610333,4.5399675
170,1554829200,246423,4.5399675,4.5399675,4.6005004,4.4794346
171,1554915600,165087,4.6005004,4.6005004,4.6005004,4.4794346
172,1555002000,159080,4.5399675,4.5399675,4.6005004,4.4794346
173,1555347600,526835,4.5399675,4.6005004,4.6005004,4.4189017
174,1555434000,112525,4.6005004,4.4794346,4.6005004,4.4794346
175,1555520400,297533,4.5399675,4.4794346,4.6005004,4.4794346
176,1555606800,235968,4.5399675,4.5399675,4.6005004,4.4794346
177,1555866000,200648,4.6005004,4.5399675,4.6005004,4.4794346
178,1555952400,254154,4.5399675,4.5399675,4.6005004,4.4794346
179,1556038800,772955,4.5399675,4.5399675,4.6610333,4.5399675
180,1556125200,202276,4.5399675,4.5399675,4.6610333,4.5399675
181,1556211600,209160,4.6005004,4.5399675,4.6005004,4.5399675
182,1556730000,393833,4.6005004,4.5399675,4.6005004,4.4794346
183,1556816400,220711,4.5399675,4.4794346,4.6005004,4.4794346
184,1557075600,840573,4.4794346,4.4189017,4.5399675,4.3583688
185,1557162000,231956,4.4189017,4.4189017,4.5399675,4.4189017
186,1557248400,267836,4.4189017,4.4794346,4.4794346,4.3583688
187,1557334800,143101,4.4794346,4.4794346,4.4794346,4.4189017
188,1557421200,93179,4.4794346,4.4794346,4.4794346,4.4189017
189,1557680400,549852,4.4794346,4.4794346,4.5399675,4.4189017
190,1557766800,139134,4.4794346,4.4189017,4.4794346,4.4189017
191,1557853200,392973,4.4794346,4.4794346,4.5399675,4.4189017
192,1557939600,304365,4.4794346,4.4794346,4.5399675,4.4189017
193,1558026000,764152,4.4794346,4.4189017,4.5399675,4.4189017
194,1558285200,201656,4.4794346,4.4189017,4.4794346,4.4189017
195,1558371600,333128,4.4189017,4.3583688,4.4794346,4.3583688
196,1558458000,941923,4.3583688,4.3583688,4.4794346,4.2978359
197,1558544400,114684,4.3583688,4.4189017,4.4189017,4.3583688
198,1558630800,248523,4.4189017,4.2978359,4.4189017,4.2978359
199,1558890000,230899,4.2978359,4.2978359,4.3583688,4.2978359
200,1558976400,275146,4.2978359,4.2978359,4.3583688,4.237303
201,1559062800,366947,4.2978359,4.2978359,4.3583688,4.237303
202,1559149200,361210,4.2978359,4.3583688,4.3583688,4.237303
203,1559235600,162789,4.3583688,4.237303,4.3583688,4.237303
204,1559494800,497772,4.2978359,4.237303,4.2978359,4.1767701
205,1559581200,201518,4.237303,4.237303,4.2978359,4.1767701
206,1559667600,187171,4.237303,4.237303,4.2978359,4.1767701
207,1559754000,79585,4.237303,4.237303,4.237303,4.1767701
208,1559840400,219218,4.237303,4.2978359,4.2978359,4.1767701
209,1560099600,88991,4.237303,4.237303,4.2978359,4.1767701
210,1560186000,216846,4.237303,4.237303,4.2978359,4.1767701
211,1560272400,91474,4.237303,4.237303,4.237303,4.1767701
212,1560358800,261675,4.237303,4.237303,4.2978359,4.1767701
213,1560445200,313728,4.237303,4.237303,4.2978359,4.1767701
214,1560704400,178127,4.237303,4.237303,4.2978359,4.1767701
215,1560790800,126977,4.237303,4.237303,4.237303,4.1767701
216,1560877200,251593,4.237303,4.237303,4.2978359,4.1767701
217,1560963600,189208,4.1767701,4.2978359,4.2978359,4.1767701
218,1561050000,265073,4.2978359,4.237303,4.2978359,4.237303
219,1561309200,229383,4.2978359,4.237303,4.2978359,4.1767701
220,1561395600,94656,4.237303,4.237303,4.237303,4.1767701
221,1561482000,197708,4.237303,4.1767701,4.237303,4.1767701
222,1561568400,704477,4.237303,4.1162372,4.237303,4.0557043
223,1561654800,386888,4.1162372,4.1162372,4.1767701,4.0557043
224,1561914000,405947,4.1767701,4.1162372,4.1767701,4.1162372
225,1562000400,534935,4.1162372,4.0557043,4.1767701,4.0557043
226,1562086800,92391,4.0557043,4.0557043,4.1162372,4.0557043
227,1562173200,385129,4.1162372,4.1162372,4.1767701,4.0557043
228,1562259600,231916,4.1162372,4.1162372,4.1767701,4.0557043
229,1562518800,76739,4.1162372,4.0557043,4.1162372,4.0557043
230,1562605200,120176,4.1162372,4.0557043,4.1162372,4.0557043
231,1562691600,114535,4.0557043,4.0557043,4.1162372,4.0557043
232,1562778000,321209,4.0557043,4.1162372,4.1767701,4.0557043
233,1562864400,223472,4.1767701,4.0557043,4.1767701,4.0557043
234,1563123600,69825,4.1162372,4.0557043,4.1162372,4.0557043
235,1563210000,283714,4.1162372,4.0557043,4.1162372,4.0557043
236,1563296400,743122,4.1162372,4.1162372,4.1767701,4.0557043
237,1563382800,350253,4.1162372,4.1162372,4.1767701,4.0557043
238,1563469200,329628,4.1162372,4.1767701,4.1767701,4.0557043
239,1563728400,355314,4.1767701,4.1162372,4.1767701,4.0557043
240,1563814800,312330,4.1162372,4.1162372,4.1767701,4.0557043
241,1563901200,661210,4.1162372,4.1162372,4.237303,4.1162372
242,1563987600,136841,4.1767701,4.1767701,4.1767701,4.1162372
243,1564074000,423683,4.1767701,4.1767701,4.1767701,4.0557043
244,1564333200,147871,4.1162372,4.1162372,4.1767701,4.0557043
245,1564419600,358067,4.0557043,3.9951714,4.1162372,3.9951714
246,1564506000,959371,3.9951714,3.9951714,4.0557043,3.8741056
247,1564592400,295496,4.0557043,3.9951714,4.0557043,3.9346385
248,1564678800,112878,3.9951714,3.9951714,3.9951714,3.9346385
249,1564938000,461109,3.9951714,3.9346385,3.9951714,3.8741056
250,1565024400,394901,3.8741056,3.8741056,3.9346385,3.8135727
251,1565110800,209181,3.8741056,3.8741056,3.9346385,3.8135727
252,1565197200,208550,3.8741056,3.8741056,3.9346385,3.8135727
253,1565283600,221924,3.8741056,3.8741056,3.9346385,3.8135727
254,1565542800,103344,3.8741056,3.8741056,3.9346385,3.8741056
255,1565629200,177079,3.8741056,3.8741056,3.9346385,3.8135727
256,1565715600,196138,3.8741056,3.8741056,3.9346385,3.8135727
257,1565802000,277576,3.8741056,3.8135727,3.8741056,3.7530398
258,1565888400,337895,3.8135727,3.8135727,3.8741056,3.7530398
259,1566147600,215178,3.8741056,3.8135727,3.8741056,3.7530398
260,1566234000,623885,3.8135727,3.7530398,3.8135727,3.6925069
261,1566320400,522675,3.7530398,3.6925069,3.7530398,3.6925069
262,1566406800,256500,3.6925069,3.6925069,3.7530398,3.631974
263,1566493200,546730,3.6925069,3.8135727,3.8135727,3.6925069
264,1566752400,299747,3.8135727,3.8135727,3.8135727,3.6925069
265,1566838800,361907,3.7530398,3.8135727,3.8741056,3.7530398
266,1566925200,236372,3.8135727,3.8135727,3.8741056,3.7530398
267,1567011600,119634,3.8135727,3.8135727,3.8741056,3.8135727
268,1567098000,212395,3.8135727,3.8135727,3.8741056,3.7530398
269,1567443600,241570,3.8741056,3.7530398,3.8741056,3.7530398
270,1567530000,203643,3.8135727,3.8135727,3.8135727,3.6925069
271,1567616400,123052,3.8135727,3.7530398,3.8135727,3.7530398
272,1567702800,140239,3.8135727,3.7530398,3.8135727,3.6925069
273,1567962000,61047,3.7530398,3.7530398,3.7530398,3.6925069
274,1568048400,147232,3.7530398,3.7530398,3.8135727,3.6925069
275,1568134800,108635,3.6925069,3.7530398,3.7530398,3.6925069
276,1568221200,179399,3.7530398,3.7530398,3.8135727,3.6925069
277,1568307600,371811,3.7530398,3.8135727,3.8741056,3.7530398
278,1568566800,260945,3.8135727,3.8741056,3.8741056,3.7530398
279,1568653200,211447,3.8741056,3.8135727,3.8741056,3.8135727
280,1568739600,122562,3.8741056,3.8135727,3.8741056,3.8135727
281,1568826000,568980,3.8135727,3.9951714,3.9951714,3.8135727
282,1568912400,283494,3.9951714,3.9346385,4.0557043,3.9346385
283,1569171600,342327,3.9346385,3.9951714,4.0557043,3.9346385
284,1569258000,287459,3.9951714,3.9346385,3.9951714,3.9346385
285,1569344400,146636,3.8741056,3.9346385,3.9951714,3.8741056
286,1569430800,305487,3.9346385,4.0557043,4.0557043,3.9346385
287,1569517200,197601,3.9951714,3.9951714,4.0557043,3.9951714
288,1569776400,265901,3.9951714,3.9951714,4.1162372,3.9951714
289,1569862800,195780,3.9951714,3.9951714,4.0557043,3.9346385
290,1569949200,137369,3.9951714,3.9346385,4.0557043,3.9346385
291,1570035600,175370,3.9346385,3.9951714,3.9951714,3.8741056
292,1570122000,69201,3.9951714,3.9346385,3.9951714,3.9346385
293,1570381200,186138,3.9951714,3.9346385,3.9951714,3.8741056
294,1570467600,164192,3.9346385,3.9346385,3.9951714,3.9346385
295,1570554000,277219,3.9346385,3.9346385,4.0557043,3.9346385
296,1570640400,99811,3.9951714,3.9346385,3.9951714,3.9346385
297,1570726800,179890,3.9951714,3.9951714,4.0557043,3.9346385
298,1570986000,545250,3.9951714,4.0557043,4.1162372,3.9951714
299,1571072400,185079,4.0557043,4.0557043,4.1162372,3.9951714
300,1571158800,221577,4.0557043,4.0557043,4.1162372,3.9951714
301,1571245200,132762,4.0557043,4.0557043,4.1162372,3.9951714
302,1571331600,270577,4.0557043,3.9951714,4.0557043,3.9346385
303,1571590800,453691,3.9951714,3.9346385,3.9951714,3.8741056
304,1571677200,143396,3.9346385,3.9951714,3.9951714,3.9346385
305,1571763600,265449,3.9951714,3.9346385,3.9951714,3.8741056
306,1571850000,50183,3.9346385,3.9951714,3.9951714,3.9346385
307,1571936400,213566,3.9346385,3.9346385,4.0557043,3.9346385
308,1572195600,487780,3.9951714,4.0557043,4.1162372,3.9346385
309,1572282000,131897,4.0557043,3.9951714,4.0557043,3.9951714
310,1572368400,147707,3.9951714,3.9951714,4.0557043,3.9951714
311,1572454800,440826,4.0557043,3.9951714,4.1162372,3.9346385
312,1572541200,198570,3.9951714,3.9951714,4.0557043,3.9951714
313,1572800400,562631,3.9951714,4.0557043,4.1767701,3.9951714
314,1572886800,286274,4.0557043,4.0557043,4.1162372,3.9951714
315,1572973200,239984,4.0557043,4.0557043,4.1162372,4.0557043
316,1573059600,174211,4.0557043,4.1162372,4.1162372,4.0557043
317,1573146000,373540,4.1162372,4.1162372,4.1767701,4.0557043
318,1573405200,248606,4.0557043,4.0557043,4.1162372,3.9951714
319,1573491600,111407,4.0557043,4.0557043,4.1162372,4.0557043
320,1573578000,388230,4.0557043,4.0557043,4.1162372,3.9951714
321,1573664400,100991,4.0557043,3.9951714,4.0557043,3.9951714
322,1573750800,283043,3.9951714,3.9951714,4.0557043,3.9346385
323,1574010000,217796,4.0557043,3.9346385,4.0557043,3.9346385
324,1574096400,103470,3.9346385,3.9346385,3.9951714,3.9346385
325,1574182800,216353,3.9951714,3.9951714,3.9951714,3.9346385
326,1574269200,211343,3.9346385,3.9346385,3.9951714,3.8741056
327,1574355600,226635,3.9346385,3.8741056,3.9346385,3.8135727
328,1574614800,210447,3.8741056,3.8741056,3.9346385,3.8135727
329,1574701200,202706,3.8741056,3.8741056,3.9346385,3.8135727
330,1574787600,164182,3.9346385,3.8135727,3.9346385,3.8135727
331,1574874000,190310,3.8135727,3.7530398,3.8741056,3.7530398
332,1574960400,449179,3.7530398,3.631974,3.7530398,3.631974
333,1575219600,328475,3.631974,3.5714411,3.6925069,3.5714411
334,1575306000,196149,3.5714411,3.631974,3.6925069,3.5714411
335,1575392400,135758,3.631974,3.6925069,3.7530398,3.631974
336,1575478800,171488,3.6925069,3.6925069,3.7530398,3.631974
337,1575565200,170666,3.6925069,3.6925069,3.7530398,3.631974
338,1575824400,122926,3.6925069,3.6925069,3.7530398,3.631974
339,1575910800,110161,3.6925069,3.631974,3.6925069,3.631974
340,1575997200,118891,3.6925069,3.6925069,3.6925069,3.5714411
341,1576083600,85945,3.6925069,3.631974,3.6925069,3.631974
342,1576170000,128782,3.631974,3.631974,3.6925069,3.631974
343,1576429200,821242,3.6925069,3.8741056,3.9951714,3.6925069
344,1576515600,362905,3.8741056,3.8135727,3.9346385,3.7530398
345,1576602000,123476,3.8135727,3.7530398,3.8741056,3.7530398
346,1576688400,291757,3.7530398,3.7530398,3.8135727,3.6925069
347,1576774800,164538,3.7530398,3.7530398,3.8135727,3.6925069
348,1577034000,200100,3.7530398,3.7530398,3.8135727,3.6925069
349,1577120400,108386,3.7530398,3.7530398,3.7530398,3.6925069
350,1577206800,152755,3.6925069,3.7530398,3.8135727,3.6925069
351,1577293200,160248,3.6925069,3.6925069,3.7530398,3.6925069
352,1577379600,347781,3.6925069,3.8741056,3.8741056,3.6925069
353,1577638800,645387,3.8741056,3.8741056,3.9951714,3.8135727
354,1577725200,394140,3.9346385,3.9346385,3.9951714,3.8741056
355,1577898000,526613,3.9346385,4.0557043,4.0557043,3.9346385
356,1577984400,275663,4.0557043,3.9346385,4.0557043,3.9346385
357,1578243600,222540,3.9346385,3.8741056,3.9951714,3.8741056
358,1578330000,190004,3.8741056,3.8741056,3.9951714,3.8741056
359,1578416400,495217,3.9346385,3.8741056,3.9951714,3.8135727
360,1578502800,456460,3.9346385,3.9346385,4.0557043,3.8741056
361,1578589200,1207429,3.9951714,4.2978359,4.2978359,3.9951714
362,1578848400,671367,4.2978359,4.3583688,4.4189017,4.2978359
363,1578934800,421472,4.3583688,4.3583688,4.4189017,4.3583688
364,1579021200,586209,4.3583688,4.4794346,4.4794346,4.2978359
365,1579107600,581397,4.4794346,4.5399675,4.6610333,4.4794346
366,1579194000,560323,4.6005004,4.4189017,4.6005004,4.4189017
367,1579453200,568617,4.4189017,4.3583688,4.4794346,4.3583688
368,1579539600,392160,4.2978359,4.4794346,4.6005004,4.2978359
369,1579626000,559601,4.4794346,4.6610333,4.6610333,4.4794346
370,1580317200,910537,4.6005004,4.5399675,4.7820991,4.4794346
371,1580403600,1893575,4.5399675,4.5399675,4.7820991,4.4794346
372,1580662800,2739799,4.5399675,4.7820991,4.7820991,4.4189017
373,1580749200,788871,4.9292436,5.0028144,5.0028144,4.8556728
374,1580835600,1314700,5.0028144,5.4442392,5.4442392,5.0028144
375,1580922000,910437,5.51781,5.5913808,5.7385224,5.4442392
376,1581008400,1089067,5.5913808,5.2235268,5.6649516,5.2235268
377,1581267600,1074801,5.2235268,5.0028144,5.2970976,5.0028144
378,1581354000,939330,5.0028144,5.2970976,5.2970976,5.0028144
379,1581440400,898189,5.2970976,5.3706684,5.4442392,5.2970976
380,1581526800,1158853,5.3706684,5.2970976,5.3706684,5.149956
381,1581613200,546748,5.2970976,5.3706684,5.4442392,5.2970976
382,1581872400,681087,5.3706684,5.4442392,5.51781,5.2970976
383,1581958800,434999,5.3706684,5.3706684,5.4442392,5.2970976
384,1582045200,680775,5.3706684,5.149956,5.3706684,5.149956
385,1582131600,952449,5.2235268,5.0763852,5.2970976,5.0763852
386,1582218000,442099,5.149956,5.0763852,5.2235268,5.0028144
387,1582477200,2088250,5.0763852,5.2235268,5.2970976,4.9292436
388,1582563600,1403483,5.2235268,5.3706684,5.4442392,5.0763852
389,1582650000,3051271,5.2970976,5.885664,5.885664,5.2970976
390,1582736400,1818309,5.9592348,6.4742304,6.4742304,5.885664
391,1582822800,3425749,6.4006596,7.0627968,7.0627968,6.3270888
392,1583082000,5462580,6.989226,7.724934,7.724934,6.6949428
393,1583168400,4264782,7.724934,8.3135004,8.460642,7.5777924
394,1583254800,5002715,8.1663588,8.828496,8.828496,8.092788
395,1583341200,6558984,8.828496,9.4906332,9.7113456,7.9456464
396,1583427600,2224673,9.4906332,9.1227792,9.564204,8.828496
397,1583686800,440092,8.5342128,8.2399296,8.828496,8.2399296
398,1583773200,1400033,7.4306508,7.4306508,8.2399296,7.4306508
399,1583859600,2879437,7.4306508,8.1663588,8.1663588,6.989226
400,1583946000,1697041,8.1663588,8.2399296,8.460642,7.8720756
401,1584032400,2888299,7.8720756,8.092788,8.3135004,7.5777924
402,1584291600,868813,8.092788,8.092788,8.092788,7.724934
403,1584378000,1220126,7.7985048,8.3135004,8.3135004,7.6513632
404,1584464400,740796,8.3135004,8.7549252,8.828496,8.2399296
405,1584550800,498671,8.460642,8.6813544,8.6813544,8.460642
406,1584637200,601181,8.6813544,8.828496,8.828496,8.5342128
407,1584896400,1374968,8.5342128,8.6813544,8.7549252,8.5342128
408,1584982800,832280,8.6077836,8.7549252,8.828496,8.5342128
409,1585069200,496755,8.828496,9.3434916,9.3434916,8.7549252
410,1585155600,401363,9.3434916,9.19635,9.4170624,9.0492084
411,1585242000,367154,9.19635,9.1227792,9.2699208,8.9020668
412,1585501200,432672,8.9756376,8.7549252,8.9756376,8.6813544
413,1585587600,354809,8.7549252,8.9756376,9.1227792,8.7549252
414,1585674000,377657,8.828496,9.4906332,9.564204,8.828496
415,1585846800,418570,9.4170624,9.7849164,9.7849164,9.4170624
